name,agent_utterance,label,dialogue_act
1902M4002_005, 時間はどのくらいかかりましたか？,4.6,qw
1902M4002_006, なるほど、そうなんですね。,3.6,oa
1902M4002_007, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,5.0,oa
1902M4002_008, きょうは来ていただいてありがとうございます！,4.8,oa
1902M4002_009, それでは「食べ物」について話しましょう！,4.2,op
1902M4002_010, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902M4002_011, からい食べものとはどんな食べものが好きですか？,5.4,qw
1902M4002_012, 具体的に教えてもらっていいですか？,4.0,qw
1902M4002_013, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,4.8,qy
1902M4002_014, それは「最近」食べられたんですか？,4.0,qy
1902M4002_015, どこで食べられたんですか・・,5.0,qw
1902M4002_016, なるほど、そうなんですね。,4.2,oa
1902M4002_017, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M4002_018, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902M4002_019, 休日は家で過ごすほうが多いですか？外出することが多いですか？,5.0,qw
1902M4002_020, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,4.8,qw
1902M4002_021, それでは少し「ゲーム」について話しましょう,4.2,op
1902M4002_022, ゲームはよくする方なんですか？,5.4,qy
1902M4002_023, 最近ハマっているゲームはありますか？,4.0,qy
1902M4002_024, 具体的に教えてもらっていいですか？,4.0,qw
1902M4002_025, 好きなゲームやおすすめのゲームってありますか？,3.4,qy
1902M4002_026, いつもはどんなジャンルのゲームをするんですか？,5.2,qw
1902M4002_027, それはなんていう作品なんですか？,3.2,qw
1902M4002_028, そのゲームのどんなところが好きなんですか？,4.8,qw
1902M4002_029, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,4.8,oa
1902M4002_030, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,3.2,qy
1902M4002_031, なるほど、そうなんですね。,4.0,oa
1902M4002_032, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,4.4,io
1902M4002_033, それでは少し「映画」について話しましょう,4.2,op
1902M4002_034, 最近見た映画はありますか？,2.8,qy
1902M4002_035, おすすめの映画ってありますか？,5.6,qy
1902M4002_036, それのどういったところが好きなんですか？,5.8,qw
1902M4002_037, なるほど、そうなんですね。,4.0,oa
1902M4002_038, では，もう一度見たい映画はありますか？,5.0,qy
1902M4002_039, なるほど、そうなんですね。,4.0,oa
1902M4002_040, 「映画館」か「テレビ」かどちらでよく映画をみますか？,4.8,qy
1902M4002_041, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,5.6,io
1902M4002_042, はい、そうです。,4.2,oa
1902M4002_043, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M4002_044, それでは少し「スポーツ」について話しましょう！,4.2,op
1902M4002_045, 最近スポーツはしましたか？,3.4,qy
1902M4002_046, スポーツはするほうが好きですか？それとも見るほうが好きですか？,5.0,qw
1902M4002_047, 健康のため、とか、リフレッシュするため、とかですか？,5.0,qy
1902M4002_048, そのほか健康のために、気をつけていることはありますか？,5.0,qy
1902M4002_049, なるほど。,4.0,oa
1902M4002_050, そうなんですね。,3.8,oa
1902M4002_051, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.8,qy
1902M4002_052, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,5.0,io
1902M4002_053, オリンピックは今までに見たことはありますか？,5.2,qy
1902M4002_054, 日本で開催されるオリンピックを、見にいく予定はありますか？,3.8,qy
1902M4002_055, なるほど。,3.8,oa
1902M4002_056, いいですね。テレビ観戦も楽しそうですね！,5.0,pa
1902M4002_057, ありがとうございました・・,4.0,oa
1902M4002_058, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M4002_059, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,5.4,qy
1902M4002_060, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,5.4,qy
1902M4002_061, なるほど、そういうふうに利用されているのですね。,4.6,oa
1902M4002_062, おすすめの便利なきのうとかはありますか？,5.6,qy
1902M4002_063, なるほど、そういうふうに利用されているのですね。,4.4,oa
1902M4002_064, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.8,qy
1902M4002_065, そうなんですか．,3.2,oa
1902M4002_066, たいへんでしたね。,3.4,oa
1902M4002_067, ほかにたいへんだったことはありますか・・,3.6,qy
1902M4002_068, そうですか、貴重な体験談をありがとうございました・・,4.0,oa
1902M4002_069, それでは少し「学校」について話しましょう！,4.0,op
1902M4002_070, 学生時代で、楽しかったエピソードを教えてください・・,4.8,qw
1902M4002_071, 学生時代、一番楽しかった学年はありますか？,5.0,qy
1902M4002_072, なるほど、そうなんですね。,4.2,oa
1902M4002_073, その時、どんなことをしたのですか？,5.4,qw
1902M4002_074, そうなんですね。,4.4,oa
1902M4002_075, 今までの体験の中で、そのほか、楽しかったことはありますか？,5.4,qy
1902M4002_076, そうなんですね。,4.0,oa
1902M4002_077, それは楽しい時間でしたね！,4.4,pa
1902M4002_078, それでは「旅行」について話しましょう,4.2,op
1902M4002_079, さいきん旅行には行きましたか？,3.4,qy
1902M4002_080, 旅行はどこに行ったことがありますか？,5.2,qw
1902M4002_081, その旅先で何が一番楽しかったですか？,5.6,qw
1902M4002_082, 具体的には教えてもらえますか？,6.4,qw
1902M4002_083, 本当ですか！,5.0,oa
1902M4002_084, その旅先で美味しい食べ物はたべましたか・・,3.2,qy
1902M4002_085, なるほど。,3.4,oa
1902M4002_086, ありがとうございました・・,4.0,oa
1902M4002_087, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,5.2,qw
1902M4002_088, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,4.8,qw
1902M4002_089, なるほど、ありがとうございました。,4.0,oa
1902M4003_001, これから本番の収録を開始します。,4.0,oa
1902M4003_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,oa
1902M4003_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.4,qy
1902M4003_004, ここに来るまで迷いませんでしたか・・,4.6,qy
1902M4003_005, 時間はどのくらいかかりましたか？,5.0,qw
1902M4003_006, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.2,oa
1902M4003_007, きょうは来ていただいてありがとうございます！,4.6,oa
1902M4003_008, それでは「食べ物」について話しましょう！,4.0,op
1902M4003_009, 甘いものと、からいものどちらがお好きですか？,5.0,qw
1902M4003_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.0,qw
1902M4003_011, なるほど、普段はどこでスイーツを買いますか？,5.2,qw
1902M4003_012, なるほど、その中でもおすすめのスイーツはありますか？,4.4,qy
1902M4003_013, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,3.8,qy
1902M4003_014, そうですか。最近はまっている食べ物はありますか・・,3.2,qy
1902M4003_015, なるほど、そうなんですね。,3.8,oa
1902M4003_016, からい食べものとはどんな食べものが好きですか？,5.0,qw
1902M4003_017, そうですか、とても美味しそうですね・・,5.6,pa
1902M4003_018, そのほかにおすすめのものはありますか？,3.2,qy
1902M4003_019, なるほど。,4.0,oa
1902M4003_020, ありがとうございます。,4.0,oa
1902M4003_021, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902M4003_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.8,qw
1902M4003_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,4.8,qw
1902M4003_025, それでは少し「アニメ・漫画」について話しましょう！,4.0,op
1902M4003_026, おすすめの漫画ってありますか？,5.2,qy
1902M4003_027, それは一体どういった内容なんですか？,4.4,qw
1902M4003_028, もう少し詳しく教えていただいていいですか。,4.6,qw
1902M4003_029, どういったところが好きなんですか？,5.2,qw
1902M4003_030, なるほど、そうなんですね。,4.2,oa
1902M4003_031, それでは少し「ゲーム」について話しましょう,4.0,op
1902M4003_034, 携帯ゲームかテレビゲームならどちらをしますか？,4.8,qw
1902M4003_035, 最近ハマっているゲームはありますか？,3.2,qy
1902M4003_036, なるほど、そうなんですね。,4.0,oa
1902M4003_037, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,3.8,oa
1902M4003_039, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,4.8,qy
1902M4003_040, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！	,4.4,io
1902M4003_041, それでは少し「音楽」について話しましょう！,4.0,op
1902M4003_042, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,qw
1902M4003_043, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.2,qy
1902M4003_044, その歌手のどういうところが好きなんですか？,4.0,qw
1902M4003_045, なるほど、そうなんですね。,4.0,oa
1902M4003_046, カラオケは好きですか？,4.4,qy
1902M4003_048, *,5.0,no
1902M4003_049, おすすめの歌手やきょくってありますか？,4.4,qy
1902M4003_050, コンサートとかには行きますか？,5.2,qy
1902M4003_051, なまで演奏をきくと、迫力があって、感動するみたいですね！,4.6,oa
1902M4003_052, わたしも実際に、演奏をきいてみたいものです。,3.6,oa
1902M4003_053, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,3.2,qy
1902M4003_054, 具体的になんのために利用していますか？,2.2,qw
1902M4003_055, ショッピングで「アマゾン」などはよく利用しますか？,4.4,qy
1902M4003_056, 使い心地はどうですか？,4.8,qw
1902M4003_057, 具体的にどういったものを買いますか？,4.4,qw
1902M4003_058, そうですか，いいものが見つかるといいですね．,3.8,oa
1902M4003_059, ありがとうございました・・,4.0,oa
1902M4003_060, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M4003_061, それでは「旅行」について話しましょう,4.0,op
1902M4003_063, *,3.0,no
1902M4003_064, 旅行はどこに行ったことがありますか？,4.8,qw
1902M4003_065, 今までいった「旅行」で特におすすめの場所はありますか？,5.2,qy
1902M4003_066, その旅先で何かハプニングはありましたか!,4.4,qy
1902M4003_067, それは、たいへんでしたね!,4.0,oa
1902M4003_068, ほかには何か面白いことはありましたか？,2.2,qy
1902M4003_069, そうなんですね。,4.0,oa
1902M4003_070, その旅先で美味しい食べ物はたべましたか・・,2.6,qy
1902M4003_071, 本当ですか！,3.4,oa
1902M4003_072, 「温泉」などリフレッシュするためにいきますか？,4.8,qy
1902M4003_073, そうなんですね。,4.0,oa
1902M4003_074, 旅行に行くときはなにか目的はありますか？,5.0,qy
1902M4003_075, すごいですね！,4.0,pa
1902M4003_076, 貴重な体験談をありがとうございました。,4.4,oa
1902M4003_077, それでは少し「スポーツ」について話しましょう！,4.2,op
1902M4003_078, 最近スポーツはしましたか？,3.2,qy
1902M4003_079, スポーツはするほうが好きですか？それとも見るほうが好きですか？,4.0,qw
1902M4003_080, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.2,qy
1902M4003_082, *,2.0,no
1902M4003_083, オリンピックは今までに見たことはありますか？,2.8,qy
1902M4003_084, 日本で開催されるオリンピックを、見にいく予定はありますか？,3.4,qy
1902M4003_085, そうなんですね。,3.6,oa
1902M4003_086, そうですか。テレビでの観戦はなされるんですか？,3.4,qy
1902M4003_087, 競技はなにをご覧になりますか？,2.4,qw
1902M4003_088, ありがとうございます。,3.8,oa
1902M4003_090, *,3.8,no
1902M4003_091, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,5.0,qw
1902M4003_092, なるほど、ありがとうございました。,4.0,oa
1902M5001_001, これから本番の収録を開始します。,4.2,oa
1902M5001_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.2,oa
1902M5001_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902M5001_004, ここに来るまで迷いませんでしたか・・,5.0,qy
1902M5001_005, 時間はどのくらいかかりましたか？,5.0,qw
1902M5001_006, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.0,oa
1902M5001_007, きょうは来ていただいてありがとうございます！,4.2,oa
1902M5001_008, それでは「食べ物」について話しましょう！,4.0,op
1902M5001_009, 甘いものと、からいものどちらがお好きですか？,4.8,qw
1902M5001_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,5.8,qw
1902M5001_011, なるほど、普段はどこでスイーツを買いますか？,4.6,qw
1902M5001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,4.4,qy
1902M5001_013, もう少し詳しく教えてください。,6.2,qw
1902M5001_014, そうですね・・ぜひ参考にさせていただきます。,4.8,pa
1902M5001_015, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902M5001_016, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.2,qw
1902M5001_017, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.0,qw
1902M5001_018, なるほど、そうなんですね。,4.2,oa
1902M5001_019, それでは少し「映画」について話しましょう,4.2,op
1902M5001_020, 最近見た映画はありますか？,5.8,qy
1902M5001_021, 洋画が好きなんですか，おすすめの洋画ってありますか？,4.2,qy
1902M5001_022, それは一体どういった内容なんですか？,5.4,qw
1902M5001_023, なるほど、それは面白そうですね！私も観てみたいです！,5.4,pa
1902M5001_024, 「映画館」か「テレビ」かどちらでよく映画をみますか？,4.6,qy
1902M5001_025, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,3.4,io
1902M5001_026, それでは少し「音楽」について話しましょう！,4.2,op
1902M5001_027, 最近音楽は聞きましたか？,3.8,qy
1902M5001_028, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,5.2,qw
1902M5001_029, なるほど。,4.2,oa
1902M5001_030, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,3.2,qy
1902M5001_031, ありがとうございました・・,4.0,oa
1902M5001_032, それではつぎの話題にうつりたいとおもいます。,4.2,op
1902M5001_033, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,3.0,qy
1902M5001_034, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,2.0,qy
1902M5001_035, なるほど、そうなんですね。,3.2,oa
1902M5001_036, ショッピングで「アマゾン」などはよく利用しますか？,5.6,qy
1902M5001_037, 使い心地はどうですか？,6.4,qw
1902M5001_038, 具体的にどういったものを買いますか？,5.4,qw
1902M5001_039, なるほど、そうなんですね。,3.6,oa
1902M5001_040, それでは少し「学校」について話しましょう！,4.2,op
1902M5001_041, 学生時代で、楽しかったエピソードを教えてください・・,4.0,qw
1902M5001_042, 最近、学校にはいきましたか？,3.0,qy
1902M5001_043, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,3.2,qy
1902M5001_044, なるほど。,4.0,oa
1902M5001_045, 運動会や、学芸会などのイベントで面白かった体験はありますか？,3.8,qy
1902M5001_046, ありがとうございました・・,4.2,oa
1902M5001_047, それでは「旅行」について話しましょう,4.2,op
1902M5001_048, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,4.6,qy
1902M5001_049, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,4.0,io
1902M5001_050, さいきん旅行には行きましたか？,4.6,qy
1902M5001_051, 今までいった「旅行」で特におすすめの場所はありますか？,5.6,qy
1902M5001_052, もう少し詳しく教えてください。,4.0,qw
1902M5001_053, その旅先で美味しい食べ物はたべましたか・・,5.0,qy
1902M5001_054, そうですか、貴重な体験談をありがとうございました。,4.0,oa
1902M5001_057, *,5.2,no
1902M5001_058, なるほど、そうなんですね。,4.2,oa
1902M5001_059, ありがとうございました・・,4.2,oa
1902M5001_060, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.0,qw
1902M5001_061, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,3.2,qw
1902M5001_062, なるほど、ありがとうございました。,4.2,oa
1902M5001_063, これで対話を終了します．ご協力ありがとうございました・・,4.2,oa
1902M5002_001, これから本番の収録を開始します。,4.0,oa
1902M5002_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.0,oa
1902M5002_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902M5002_004, ここに来るまで迷いませんでしたか・・,4.8,qy
1902M5002_005, 時間はどのくらいかかりましたか？,4.8,qw
1902M5002_006, 大学の中でも、たてものが奥にあるので、みなさん来るのが「たいへん」でしたとよく言われます・・,4.8,oa
1902M5002_007, きょうは来ていただいてありがとうございます！,4.4,oa
1902M5002_008, それでは「食べ物」について話しましょう！,4.0,op
1902M5002_009, 甘いものと、からいものどちらがお好きですか？,5.2,qw
1902M5002_010, からい食べものとはどんな食べものが好きですか？,5.2,qw
1902M5002_011, それは「最近」食べられたんですか？,4.8,qy
1902M5002_012, 具体的には何ですか？,4.6,qw
1902M5002_013, もう少し詳しく教えていただいていいですか。,5.2,qw
1902M5002_014, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,5.8,qy
1902M5002_015, なるほど、そうなんですね。,4.0,oa
1902M5002_016, お友達とランチに行ったりしますか？,4.8,qy
1902M5002_017, どんなところに行きますか？和食ですか洋食ですか？,5.2,qw
1902M5002_018, 具体的にはどういったものですか？,5.4,qw
1902M5002_019, なるほど、それは美味しそうですね・・,4.6,pa
1902M5002_020, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,3.8,oa
1902M5002_021, ありがとうございました・・,4.2,oa
1902M5002_022, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M5002_023, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902M5002_024, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.8,qw
1902M5002_025, そとで過ごすときはスポーツをしたりしますか・・,5.4,qy
1902M5002_026, スポーツはよくするんですか？,4.4,qy
1902M5002_027, 健康のため、とか、リフレッシュするため、とかですか？,5.2,qy
1902M5002_028, これからの季節は暖かくなるので、散歩などは気持ちがいいですよね。,5.2,oa
1902M5002_029, そのほか健康のために、気をつけていることはありますか？,5.6,qy
1902M5002_030, ありがとうございます。参考にさせていただきます。,3.8,pa
1902M5002_031, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？,4.8,qy
1902M5002_032, 1964年以来56年ぶりの日本でのオリンピック開催で，たくさんの競技が行われるのでいってみたいものですね！,4.8,io
1902M5002_033, オリンピックは今までに見たことはありますか？,5.2,qy
1902M5002_034, 競技はなにをご覧になりますか？,5.2,qw
1902M5002_035, いいですね。テレビ観戦も楽しそうですね！,5.6,pa
1902M5002_036, なるほど、そうなんですね。,4.2,oa
1902M5002_037, 日本で開催されるオリンピックを、見にいく予定はありますか？,5.4,qy
1902M5002_038, 楽しそうですね！,4.6,pa
1902M5002_039, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.2,qw
1902M5002_040, それでは少し「映画」について話しましょう,4.2,op
1902M5002_041, 最近見た映画はありますか？,4.8,qy
1902M5002_042, 映画では洋画，邦画，それ以外のどれが好きですか？,5.4,qw
1902M5002_043, おすすめの映画ってありますか？,5.0,qy
1902M5002_044, 具体的に教えてもらっていいですか？,3.2,qw
1902M5002_045, そうなんですね。,4.0,oa
1902M5002_046, では，最近どんな映画を見られたんですか？,4.2,qw
1902M5002_047, なるほど。,4.2,oa
1902M5002_048, ありがとうございました・・,4.2,oa
1902M5002_049, それでは少し「本」について話しましょう,4.0,op
1902M5002_050, 本はよく読む方ですか？,4.6,qy
1902M5002_051, よく読むんですか。いいですね。おすすめの作者や本はありますか？,2.8,qy
1902M5002_052, なるほど、そうなんですね。,4.0,oa
1902M5002_053, 本を買うときは本屋さんにいきますか？それともウェブで「ダウンロード」しますか？,5.0,qw
1902M5002_054, なるほど、そうなんですね。,4.0,oa
1902M5002_055, それでは少し「音楽」について話しましょう！,4.0,op
1902M5002_056, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,qw
1902M5002_057, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.2,qy
1902M5002_058, その歌手のどういうところが好きなんですか？,5.8,qw
1902M5002_059, とても楽しそうですね。,4.2,pa
1902M5002_060, カラオケは好きですか？,5.0,qy
1902M5002_061, カラオケでよくなにをうたうのですか？,4.6,qw
1902M5002_062, カラオケに行くときはお友達と行きますか？,4.0,qy
1902M5002_063, とても楽しそうですね。,3.6,pa
1902M5002_064, コンサートとかには行きますか？,3.6,qy
1902M5002_065, なまで演奏をきくと、迫力があって、感動するみたいですね！,4.8,oa
1902M5002_066, わたしも実際に、演奏をきいてみたいものです。,4.4,oa
1902M5002_067, ありがとうございました・・,4.2,oa
1902M5002_068, それではつぎの話題にうつりたいとおもいます。,4.0,op
1902M5002_069, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4.8,qy
1902M5002_070, 具体的になんのために利用していますか？,5.4,qw
1902M5002_071, なるほど、そういうふうに利用されているのですね。,4.2,oa
1902M5002_072, おすすめの便利なきのうとかはありますか？,2.6,qy
1902M5002_073, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,5.4,qy
1902M5002_074, なるほど、そういうふうに利用されているのですね。,3.8,oa
1902M5002_075, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.4,qy
1902M5002_076, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,3.0,qy
1902M5002_077, ショッピングで「アマゾン」などはよく利用しますか？,4.4,qy
1902M5002_078, 具体的にどういったものを買いますか？,5.4,qw
1902M5002_079, すごいですね！,4.2,pa
1902M5002_080, 使い心地はどうですか？,4.8,qw
1902M5002_081, いいですね，私も使ってみたいです！,4.6,pa
1902M5002_082, ありがとうございます。,4.2,oa
1902M5002_083, それでは「旅行」について話しましょう,4.0,op
1902M5002_084, さいきん旅行には行きましたか？,4.6,qy
1902M5002_085, 今までいった「旅行」で特におすすめの場所はありますか？,5.4,qy
1902M5002_086, その旅先で何が一番楽しかったですか？,6.0,qw
1902M5002_087, 楽しそうですね！,4.4,pa
1902M5002_088, その旅先で美味しい食べ物はたべましたか・・,4.8,qy
1902M5002_089, 具体的には教えてもらえますか？,5.6,qw
1902M5002_090, それは、美味しそうですね。,4.2,pa
1902M5002_091, 「温泉」などリフレッシュするためにいきますか？,4.8,qy
1902M5002_092, なるほど、それはリラックスできますね。,3.8,oa
1902M5002_093, その旅先で美味しい食べ物はたべましたか・・,4.6,qy
1902M5002_094, 具体的には教えてもらえますか？,4.4,qw
1902M5002_095, それは、美味しそうですね。,3.8,pa
1902M5002_096, 貴重な体験談をありがとうございました。,4.2,oa
1902M5002_097, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？,4.6,qw
1902M5002_098, ぐちを聞いてほしいとき、とか、夢を語りたいとき、とかどんな時ですか？,4.4,qw
1902M5002_099, なるほど、ありがとうございました。,4.0,oa
1902M5003_001, これから本番の収録を開始します。,4.0,oa
1902M5003_002, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。,4.4,oa
1902M5003_003, きょうはここまでなにで来られましたか？乗り物は乗りましたか？,4.6,qy
1902M5003_004, ここに来るまで迷いませんでしたか・・,4.6,qy
1902M5003_005, 時間はどのくらいかかりましたか？,4.4,qw
1902M5003_006, きょうは来ていただいてありがとうございます！,4.6,oa
1902M5003_007, それでは「食べ物」について話しましょう！,4.0,op
1902M5003_008, 甘いものと、からいものどちらがお好きですか？,4.8,qw
1902M5003_009, からい食べものとはどんな食べものが好きですか？,5.0,qw
1902M5003_010, そうですか、とても美味しそうですね・・,4.4,pa
1902M5003_011, それは「最近」食べられたんですか？,5.0,qy
1902M5003_012, どこで食べられたんですか・・,4.8,qw
1902M5003_013, もう少し詳しく教えていただいていいですか。,4.8,qw
1902M5003_014, なるほど、それは美味しそうですね・・,3.8,pa
1902M5003_015, お友達とランチに行ったりしますか？,5.0,qy
1902M5003_016, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,5.0,oa
1902M5003_017, どんなところに行きますか？和食ですか洋食ですか？,5.2,qw
1902M5003_018, なるほど、そうなんですね。,4.2,oa
1902M5003_019, ありがとうございました・・,4.2,oa
1902M5003_020, それではつぎの話題にうつりたいとおもいます。,4.2,op
1902M5003_021, 次に「お休みの日の過ごし方」についてお話ししましょう！,4.0,op
1902M5003_022, 休日は家で過ごすほうが多いですか？外出することが多いですか？,4.8,qw
1902M5003_023, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,5.0,qw
1902M5003_024, ドラマはよく見る方ですか？,5.4,qy
1902M5003_025, では，おすすめのドラマは何ですか？よろしければ教えてください。,5.2,qw
1902M5003_026, そのドラマはどんな内容なんですか？,4.6,qw
1902M5003_027, なるほど、そうなんですね。,4.2,oa
1902M5003_028, そのドラマのどういったところが好きなんですか？,5.2,qw
1902M5003_029, なるほど、そうなんですね・・,4.4,oa
1902M5003_030, それでは少し「映画」について話しましょう,4.0,op
1902M5003_031, 映画では洋画，邦画，それ以外のどれが好きですか？,5.0,qw
1902M5003_032, 邦画が好きなんですか，おすすめの邦画ってありますか？,5.8,qy
1902M5003_033, それは一体どういった内容なんですか？,4.2,qw
1902M5003_034, なるほど、そうなんですね。,4.2,oa
1902M5003_035, では，最近どんな映画を見られたんですか？,4.0,qw
1902M5003_036, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,4.0,io
1902M5003_037, そうですね、わかります。,4.0,oa
1902M5003_038, それでは少し「音楽」について話しましょう！,4.0,op
1902M5003_039, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,4.8,qw
1902M5003_040, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,5.6,qy
1902M5003_041, 具体的に教えてもらっていいですか？,5.8,qw
1902M5003_042, そうですか、なかなかですね。,4.8,oa
1902M5003_043, そのきょくのどういうところが好きなんですか？,5.4,qw
1902M5003_044, 本当ですか！,4.2,oa
1902M5003_045, その作曲者のどういうところが好きなんですか？,5.6,qw
1902M5003_046, なるほど。,4.0,oa
1902M5003_047, よくご存じですね。,4.4,oa
1902M5003_048, カラオケは好きですか？,5.4,qy
1902M5003_049, カラオケでよくなにをうたうのですか？,5.2,qw
1902M5003_050, おすすめの歌手やきょくってありますか？,5.4,qy
1902M5003_051, 楽しそうですね！,5.0,pa
1902M5003_052, ありがとうございます。,4.6,oa
1902M5003_053, そとで過ごすときはスポーツをしたりしますか・・,5.2,qy
1902M5003_054, 好きなスポーツはなんですか？,5.4,qw
1902M5003_055, スポーツはするほうが好きですか？それとも見るほうが好きですか？,5.6,qw
1902M5003_056, 健康のため、とか、リフレッシュするため、とかですか？,5.2,qy
1902M5003_057, なるほど、そうなんですね。,4.2,oa
